Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
24,Yes,Travel Rarely,Sales,3,2,Life Sciences,720,1,Female,3,2,Sales Executive,3,Single,4577.0,9,No,14,3,1,0,4,3,3,2,2,2,0
36,No,Travel Rarely,Research & Development,2,4,Technical Degree,721,4,Female,2,2,Healthcare Representative,3,Single,4553.0,1,No,11,3,1,0,20,4,3,20,7,11,10
36,No,Travel Rarely,Sales,10,3,Marketing,722,4,Male,3,2,Sales Executive,4,Single,5396.0,1,No,12,3,4,0,10,2,2,10,7,0,8
50,Yes,Travel Frequently,Sales,8,2,Technical Degree,723,2,Male,3,2,Sales Executive,3,Married,6796.0,3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,No,Travel Rarely,Research & Development,1,4,Life Sciences,724,2,Female,4,2,Healthcare Representative,4,Single,7625.0,0,No,13,3,3,0,10,2,2,9,7,1,3
27,No,Travel Rarely,Research & Development,1,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,Married,7412.0,1,No,11,3,4,0,9,3,3,9,7,0,7
32,No,Travel Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159.0,3,No,15,3,4,0,10,6,3,7,7,7,7
47,No,Travel Rarely,Sales,14,4,Marketing,728,4,Male,3,2,Sales Executive,1,Single,4960.0,2,No,12,3,4,0,20,2,3,7,7,1,7
40,No,Travel Frequently,Sales,5,4,Life Sciences,729,4,Male,2,3,Sales Executive,1,Married,10475.0,5,Unknown,21,4,3,1,20,2,3,18,13,1,7
53,No,Travel Rarely,Research & Development,7,3,Life Sciences,730,3,Male,4,4,Research Director,3,Married,14814.0,3,No,19,3,3,0,32,3,3,5,1,1,3
48,No,Travel Rarely,Human Resources,10,4,Human Resources,731,2,Male,2,5,Human Resources Manager,4,Divorced,19141.0,3,No,15,3,2,3,23,2,2,21,6,12,6
60,No,Travel Rarely,Sales,16,4,Marketing,732,1,Male,3,2,Sales Executive,1,Single,5405.0,8,No,14,3,4,0,10,2,3,2,2,2,2
27,No,Travel Frequently,Research & Development,10,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,Divorced,8793.0,1,No,21,4,3,2,9,4,2,9,7,1,7
41,No,Travel Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,5,Human Resources Manager,3,Married,19189.0,1,No,12,3,2,1,22,3,3,22,7,2,10
50,No,Travel Rarely,Sales,8,4,Marketing,738,4,Male,3,1,Sales Representative,2,Married,3875.0,7,No,15,3,4,1,4,2,3,2,2,2,2
28,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,741,1,Female,1,1,Research Scientist,2,Single,2216.0,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,3,Life Sciences,742,1,Female,4,3,Research Director,1,Married,11713.0,9,No,14,3,1,1,10,2,3,8,7,0,5
38,No,Travel Rarely,Research & Development,1,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,Single,7861.0,4,Unknown,14,3,4,0,10,4,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,3,Medical,744,1,Male,1,1,Laboratory Technician,3,Single,3708.0,2,No,14,3,3,0,9,2,3,5,2,1,4
47,No,Travel Frequently,Sales,3,3,Medical,746,4,Female,3,4,Sales Executive,3,Divorced,13770.0,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,No,Travel Rarely,Sales,27,5,Marketing,747,3,Male,3,2,Sales Executive,4,Divorced,5304.0,7,No,23,4,4,1,10,2,2,8,7,7,7
29,No,Travel Rarely,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642.0,1,No,11,3,3,0,1,6,3,1,0,0,0
42,Yes,Travel Frequently,Research & Development,19,3,Life Sciences,752,3,Male,4,1,Research Scientist,3,Divorced,2759.0,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,No,Travel Frequently,Sales,15,3,Life Sciences,754,4,Male,2,2,Sales Executive,4,Married,6804.0,3,No,18,3,3,1,7,5,3,2,2,2,2
34,No,Travel Rarely,Research & Development,8,2,Medical,757,2,Female,3,2,Healthcare Representative,3,Single,6142.0,3,No,11,3,4,0,10,2,3,5,1,4,3
23,No,Travel Rarely,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500.0,1,No,14,3,4,1,5,2,4,4,3,0,2
39,No,Travel Rarely,Human Resources,3,3,Human Resources,760,3,Female,4,2,Human Resources,2,Married,6389.0,9,No,15,3,3,1,12,3,1,8,3,3,6
56,No,Travel Rarely,Research & Development,9,3,Medical,762,3,Male,3,4,Healthcare Representative,4,Married,11103.0,7,No,11,3,3,0,30,1,2,10,7,1,1
40,No,Travel Rarely,Research & Development,2,1,Medical,763,4,Female,2,1,Research Scientist,4,Single,2342.0,0,Yes,20,4,4,0,5,2,2,4,2,2,2
27,No,Travel Rarely,Research & Development,7,3,Medical,764,4,Female,2,2,Healthcare Representative,1,Single,6811.0,8,No,19,3,1,0,9,2,1,7,6,0,7
29,No,Travel Rarely,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Divorced,2297.0,1,No,14,3,4,2,2,2,3,2,2,2,2
53,No,Travel Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,2450.0,2,No,17,3,4,0,19,4,3,2,2,2,2
35,No,Travel Rarely,Research & Development,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Divorced,5093.0,2,No,11,3,1,1,16,2,4,1,0,0,0
32,No,Travel Frequently,Research & Development,24,4,Life Sciences,772,1,Male,3,2,Laboratory Technician,4,Married,5309.0,1,No,15,3,4,2,10,2,3,10,8,4,7
38,No,Travel Rarely,Research & Development,2,5,Medical,773,4,Male,3,1,Research Scientist,3,Married,3057.0,6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,No,Travel Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,2,Manufacturing Director,1,Divorced,5121.0,3,No,14,3,3,1,7,3,3,0,0,0,0
52,No,Travel Rarely,Sales,3,4,Marketing,776,3,Male,2,4,Sales Manager,1,Married,16856.0,1,No,11,3,1,0,34,3,4,34,6,1,16
33,Yes,Travel Rarely,Research & Development,1,4,Other,780,4,Male,3,1,Research Scientist,4,Single,2686.0,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,No,Travel Rarely,Sales,26,1,Marketing,781,3,Female,3,2,Sales Executive,4,Single,6180.0,1,No,23,4,2,0,6,5,2,6,5,1,3
45,No,Travel Rarely,Sales,2,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,Married,6632.0,0,No,13,3,1,0,9,3,3,8,7,3,1
23,No,Travel Rarely,Research & Development,10,1,Medical,784,1,Male,4,1,Research Scientist,3,Single,3505.0,1,No,18,3,4,0,2,3,3,2,2,0,2
47,Yes,Travel Frequently,Sales,27,2,Life Sciences,785,2,Female,4,2,Sales Executive,3,Single,6397.0,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,No,Travel Rarely,Sales,2,3,Other,786,4,Male,3,2,Sales Executive,4,Single,6274.0,1,No,22,4,3,0,6,2,3,6,5,1,4
55,Yes,Travel Rarely,Research & Development,2,3,Medical,787,4,Male,3,5,Research & Development Manager,4,Married,19859.0,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,Single,7587.0,1,No,15,3,2,0,10,1,3,10,7,0,7
52,No,Non-Travel,Research & Development,19,4,Medical,791,4,Male,3,1,Research Scientist,4,Married,4258.0,0,No,18,3,1,1,5,3,3,4,3,1,2
26,No,Travel Frequently,Research & Development,1,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,Divorced,4364.0,3,No,14,3,1,1,5,2,3,2,2,2,0
29,No,Travel Rarely,Research & Development,27,3,Medical,793,2,Female,3,2,Healthcare Representative,3,Married,4335.0,4,No,12,3,1,1,11,3,2,8,7,1,1
36,Yes,Travel Rarely,Sales,8,3,Technical Degree,796,4,Male,2,2,Sales Executive,1,Single,5326.0,6,No,17,3,3,0,6,2,2,4,3,1,2
34,No,Travel Rarely,Research & Development,1,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,Single,3280.0,2,No,16,3,3,0,10,2,3,4,2,1,3
54,No,Travel Rarely,Research & Development,19,4,Medical,799,4,Female,3,2,Manufacturing Director,1,Divorced,5485.0,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,No,Travel Frequently,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Married,4342.0,0,No,19,3,2,1,5,3,3,4,2,1,1
37,No,Travel Rarely,Research & Development,10,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,Divorced,2782.0,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,No,Travel Frequently,Research & Development,2,4,Life Sciences,803,1,Female,4,2,Manufacturing Director,1,Single,5980.0,6,Yes,12,3,4,0,17,2,3,15,7,4,3
34,No,Travel Rarely,Research & Development,2,4,Medical,804,3,Female,2,1,Research Scientist,1,Single,4381.0,1,No,11,3,3,0,6,3,3,6,5,1,3
35,No,Travel Rarely,Sales,8,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,Married,2572.0,1,No,16,3,2,1,3,1,2,3,2,0,2
30,No,Travel Rarely,Research & Development,1,3,Life Sciences,806,4,Male,1,1,Laboratory Technician,3,Married,3833.0,3,No,21,4,3,2,7,2,3,2,2,0,2
40,No,Travel Frequently,Research & Development,2,2,Medical,807,3,Female,4,2,Healthcare Representative,2,Married,4244.0,1,No,24,4,4,1,8,2,3,8,7,3,3
34,No,Travel Rarely,Sales,8,2,Life Sciences,808,3,Female,3,2,Sales Executive,1,Married,6500.0,5,No,17,3,2,1,6,1,3,3,2,1,2
42,No,Travel Frequently,Research & Development,8,3,Life Sciences,809,2,Male,3,5,Research & Development Manager,4,Divorced,18430.0,1,No,13,3,2,1,24,4,2,24,7,14,9
23,Yes,Travel Rarely,Research & Development,6,3,Life Sciences,811,3,Male,4,1,Laboratory Technician,1,Married,1601.0,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,Married,2694.0,1,No,11,3,3,3,1,4,3,1,0,0,0
52,No,Travel Rarely,Research & Development,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,3149.0,8,No,20,4,2,1,9,3,3,5,2,1,4
50,No,Travel Rarely,Research & Development,2,3,Medical,815,3,Male,3,4,Research Director,3,Married,17639.0,5,No,16,3,4,0,30,3,3,4,3,0,7
29,Yes,Travel Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,1,Laboratory Technician,1,Married,2319.0,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,No,Travel Rarely,Research & Development,7,3,Medical,817,3,Male,3,3,Research Director,3,Married,11691.0,0,No,11,3,4,0,14,3,4,13,9,3,7
33,Yes,Travel Rarely,Sales,16,3,Marketing,819,1,Female,3,2,Sales Executive,1,Married,5324.0,5,Unknown,15,3,3,0,6,3,3,3,2,0,2
47,No,Travel Rarely,Research & Development,2,2,Other,820,3,Female,3,4,Research & Development Manager,4,Married,16752.0,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,No,Travel Rarely,Research & Development,1,3,Other,823,3,Female,3,2,Manufacturing Director,2,Married,5228.0,0,No,15,3,1,1,10,2,3,9,7,0,5
29,No,Travel Rarely,Research & Development,23,2,Life Sciences,824,3,Male,4,1,Research Scientist,3,Married,2700.0,1,No,24,4,3,1,10,3,3,10,7,0,7
58,Yes,Travel Rarely,Research & Development,2,4,Life Sciences,825,4,Male,3,5,Research Director,2,Single,19246.0,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,No,Travel Rarely,Research & Development,1,4,Life Sciences,826,4,Female,4,1,Research Scientist,3,Single,2506.0,3,No,13,3,3,0,7,0,3,2,2,2,2
42,No,Travel Rarely,Research & Development,1,2,Life Sciences,827,4,Female,2,2,Manufacturing Director,4,Married,6062.0,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,Yes,Travel Rarely,Research & Development,2,4,Medical,828,3,Male,3,1,Research Scientist,3,Single,4382.0,6,No,17,3,4,0,5,2,2,2,2,2,1
36,No,Travel Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,2143.0,4,No,13,3,2,1,8,2,3,5,2,0,4
36,No,Travel Rarely,Research & Development,4,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,Married,6162.0,1,No,12,3,3,1,14,2,3,14,13,6,8
40,No,Travel Frequently,Research & Development,16,4,Medical,832,1,Male,2,2,Laboratory Technician,3,Single,5094.0,6,No,14,3,4,0,10,6,3,1,0,0,0
30,No,Travel Rarely,Research & Development,2,3,Medical,833,3,Female,2,2,Manufacturing Director,4,Single,6877.0,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,No,Travel Rarely,Research & Development,2,3,Life Sciences,834,2,Female,2,1,Research Scientist,3,Single,2274.0,1,No,14,3,4,0,1,3,3,1,0,0,0
42,No,Travel Rarely,Research & Development,29,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,Married,4434.0,1,No,13,3,4,1,10,3,2,9,8,7,3
38,No,Travel Rarely,Research & Development,12,3,Life Sciences,837,1,Male,2,2,Healthcare Representative,1,Divorced,6288.0,2,No,15,3,3,1,13,3,2,4,3,1,2
34,No,Travel Frequently,Research & Development,16,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,Single,2553.0,1,No,16,3,3,0,6,3,3,5,2,1,3
38,Yes,Travel Rarely,Sales,11,3,Marketing,840,3,Female,3,3,Sales Executive,4,Married,7654.0,1,No,18,3,1,2,9,3,4,9,8,7,7
55,Yes,Travel Rarely,Sales,2,1,Medical,842,3,Male,3,2,Sales Executive,4,Single,5160.0,4,No,16,3,3,0,12,3,2,9,7,7,3
43,No,Travel Rarely,Research & Development,14,2,Life Sciences,843,2,Male,3,4,Research Director,1,Married,17159.0,6,Unknown,24,4,3,1,22,3,3,4,1,1,7
27,No,Travel Rarely,Research & Development,5,1,Technical Degree,844,3,Male,2,3,Research Director,4,Divorced,12808.0,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,No,Travel Rarely,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221.0,3,No,21,4,2,0,17,3,4,8,5,1,6
28,No,Travel Rarely,Sales,2,4,Marketing,846,2,Female,3,2,Sales Executive,2,Married,4779.0,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,No,Travel Rarely,Human Resources,3,2,Human Resources,847,3,Male,3,1,Human Resources,4,Married,3737.0,0,No,19,3,3,1,4,1,1,3,2,0,2
31,Yes,Travel Frequently,Research & Development,5,2,Medical,848,3,Female,2,1,Research Scientist,3,Married,2366.0,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,850,4,Male,3,1,Research Scientist,4,Married,1706.0,1,No,11,3,3,3,0,6,2,0,0,0,0
51,No,Travel Rarely,Sales,26,4,Marketing,851,1,Female,3,4,Sales Manager,3,Married,16307.0,2,No,14,3,3,1,29,2,2,20,6,4,17
44,No,Travel Rarely,Research & Development,4,3,Medical,852,4,Male,3,2,Healthcare Representative,2,Single,5933.0,9,No,12,3,4,0,10,2,2,5,2,2,3
25,No,Travel Rarely,Research & Development,2,1,Medical,854,1,Male,4,1,Research Scientist,1,Single,3424.0,7,No,13,3,3,0,6,2,2,4,3,0,1
33,No,Travel Rarely,Sales,1,3,Medical,855,1,Male,4,2,Sales Executive,1,Divorced,4037.0,1,No,22,4,1,1,9,5,3,9,8,0,8
35,No,Travel Rarely,Research & Development,27,1,Medical,856,3,Female,2,1,Research Scientist,1,Single,2559.0,1,No,11,3,4,0,6,3,2,6,5,1,1
36,No,Travel Rarely,Sales,1,2,Life Sciences,857,2,Male,3,2,Sales Executive,4,Married,6201.0,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,No,Travel Rarely,Sales,13,4,Life Sciences,859,2,Male,3,2,Sales Executive,4,Divorced,4403.0,2,No,11,3,3,1,8,3,2,5,2,0,3
30,No,Travel Frequently,Research & Development,5,4,Life Sciences,861,2,Male,2,1,Research Scientist,4,Divorced,3761.0,9,No,12,3,2,1,10,3,2,5,4,0,3
53,No,Travel Rarely,Sales,7,2,Marketing,862,1,Female,2,3,Sales Executive,4,Married,10934.0,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,No,Travel Rarely,Sales,9,3,Marketing,864,4,Male,3,3,Sales Executive,1,Divorced,10761.0,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,No,Travel Rarely,Research & Development,8,2,Life Sciences,865,3,Female,4,2,Research Scientist,3,Married,5175.0,5,No,12,3,3,1,9,3,2,5,3,1,3
52,No,Travel Frequently,Research & Development,25,4,Medical,867,3,Female,2,4,Manufacturing Director,4,Married,13826.0,3,No,22,4,3,0,31,2,3,9,8,0,0
37,No,Travel Rarely,Sales,16,4,Marketing,868,4,Male,2,2,Sales Executive,3,Divorced,6334.0,4,No,19,3,4,2,9,2,3,1,0,0,0
28,No,Travel Rarely,Human Resources,8,2,Medical,869,2,Male,2,1,Human Resources,4,Divorced,4936.0,1,No,13,3,4,1,6,6,3,5,1,0,4
22,No,Travel Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,2,Manufacturing Director,4,Married,4775.0,6,No,22,4,1,2,4,2,1,2,2,2,2
44,No,Travel Rarely,Research & Development,8,4,Life Sciences,874,1,Male,4,1,Laboratory Technician,4,Married,2818.0,2,Yes,24,4,3,1,10,2,2,3,2,0,2
31,No,Travel Frequently,Research & Development,2,1,Medical,875,2,Male,3,1,Research Scientist,4,Married,2515.0,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,No,Travel Rarely,Human Resources,8,3,Life Sciences,878,1,Male,2,1,Human Resources,1,Married,2342.0,0,No,21,4,3,0,6,3,3,5,4,0,3
25,No,Travel Rarely,Sales,3,1,Other,879,3,Male,3,2,Sales Executive,1,Married,4194.0,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,No,Travel Rarely,Research & Development,9,3,Life Sciences,880,4,Female,2,3,Manufacturing Director,3,Married,10685.0,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,Yes,Travel Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,1,Research Scientist,2,Divorced,2022.0,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,No,Travel Rarely,Research & Development,1,3,Life Sciences,882,4,Male,3,1,Laboratory Technician,4,Divorced,2314.0,0,No,12,3,2,1,4,2,3,3,0,0,2
36,No,Travel Rarely,Sales,4,1,Marketing,885,3,Male,2,2,Sales Executive,1,Married,4256.0,1,No,12,3,1,0,5,1,4,5,2,0,3
49,No,Travel Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,3580.0,2,No,16,3,2,1,7,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,1,Laboratory Technician,4,Married,3162.0,0,No,17,3,4,0,6,2,2,5,2,3,4
32,No,Travel Frequently,Sales,5,2,Life Sciences,889,2,Male,3,2,Sales Executive,2,Married,6524.0,1,No,14,3,4,1,10,3,3,10,8,5,3
38,No,Travel Rarely,Sales,9,3,Marketing,893,2,Male,2,1,Sales Representative,2,Married,2899.0,0,No,19,3,4,1,3,3,3,2,2,1,2
36,No,Travel Rarely,Research & Development,3,3,Life Sciences,894,3,Female,4,2,Laboratory Technician,4,Married,5231.0,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,No,Travel Rarely,Research & Development,11,4,Life Sciences,895,4,Male,3,1,Research Scientist,4,Married,2356.0,3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,Yes,Travel Rarely,Sales,1,3,Medical,896,2,Female,2,1,Sales Representative,3,Divorced,2800.0,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,No,Travel Rarely,Sales,8,3,Marketing,897,1,Male,3,4,Sales Executive,4,Married,11836.0,5,No,14,3,3,1,28,3,3,2,0,2,7
35,No,Travel Rarely,Research & Development,25,3,Technical Degree,899,4,Male,2,3,Manufacturing Director,2,Married,10903.0,3,No,16,3,1,0,16,2,3,13,10,4,8
37,No,Travel Frequently,Sales,21,2,Medical,900,3,Female,3,1,Sales Representative,4,Married,2973.0,5,Unknown,15,3,2,1,10,3,3,5,4,0,0
53,No,Travel Rarely,Research & Development,23,4,Life Sciences,901,4,Female,3,4,Research Director,4,Single,14275.0,6,No,18,3,3,0,33,0,3,12,9,3,8
43,No,Travel Frequently,Research & Development,1,3,Life Sciences,902,4,Female,3,2,Healthcare Representative,4,Married,5562.0,4,No,13,3,2,1,12,2,2,5,2,2,2
47,No,Travel Rarely,Sales,2,2,Marketing,903,3,Female,3,2,Sales Executive,4,Married,4537.0,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,904,1,Male,3,3,Sales Executive,2,Single,7642.0,1,Yes,13,3,4,0,10,2,3,10,0,0,7
50,No,Non-Travel,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Research & Development Manager,1,Divorced,17924.0,1,No,11,3,4,1,31,3,3,31,6,14,7
39,No,Travel Rarely,Human Resources,2,3,Life Sciences,909,4,Female,2,2,Human Resources,4,Married,5204.0,8,No,11,3,3,2,13,2,3,5,4,0,4
33,No,Travel Rarely,Human Resources,3,2,Human Resources,910,4,Male,3,1,Human Resources,2,Divorced,2277.0,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,Yes,Travel Rarely,Research & Development,25,4,Life Sciences,911,1,Male,3,1,Laboratory Technician,4,Single,2795.0,1,Yes,24,4,3,0,1,2,1,1,0,0,2
29,No,Travel Rarely,Research & Development,7,1,Medical,912,1,Female,2,1,Laboratory Technician,4,Divorced,2532.0,6,No,14,3,3,3,8,5,3,4,3,0,3
44,No,Travel Rarely,Research & Development,9,2,Life Sciences,913,2,Male,3,1,Research Scientist,1,Married,2559.0,1,Unknown,13,3,4,0,8,0,3,8,7,7,1
28,No,Travel Rarely,Sales,5,4,Medical,916,1,Male,3,2,Sales Executive,4,Single,6231.0,1,No,14,3,2,0,4,3,3,4,2,0,2
58,Yes,Travel Frequently,Research & Development,2,1,Life Sciences,918,4,Male,2,1,Laboratory Technician,4,Divorced,2380.0,9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,No,Travel Rarely,Research & Development,8,3,Life Sciences,920,1,Female,3,2,Manufacturing Director,2,Married,4765.0,4,No,21,4,3,1,4,2,4,1,0,0,3
20,Yes,Travel Rarely,Sales,2,3,Medical,922,3,Female,2,1,Sales Representative,3,Single,2044.0,1,Unknown,13,3,4,0,2,3,2,2,2,0,2
21,Yes,Travel Rarely,Research & Development,18,1,Other,923,4,Female,3,1,Research Scientist,4,Single,2693.0,1,No,19,3,1,0,1,3,2,1,0,0,0
36,No,Travel Rarely,Research & Development,14,1,Life Sciences,924,3,Male,3,2,Healthcare Representative,4,Married,6811.0,0,Yes,17,3,1,1,17,2,2,16,8,4,11
47,No,Travel Rarely,Sales,2,4,Life Sciences,925,4,Female,2,1,Sales Representative,4,Single,3294.0,1,Yes,18,3,1,0,3,3,2,3,2,1,2
22,Yes,Travel Rarely,Research & Development,3,1,Life Sciences,926,2,Female,3,2,Manufacturing Director,3,Married,4171.0,0,Yes,19,3,1,1,4,3,4,3,2,0,2
41,Yes,Travel Rarely,Research & Development,2,4,Life Sciences,927,2,Female,1,1,Laboratory Technician,4,Divorced,2778.0,4,Yes,13,3,3,1,10,1,2,7,7,1,0
28,No,Travel Rarely,Research & Development,9,3,Medical,930,3,Female,3,1,Research Scientist,3,Divorced,2377.0,5,No,18,3,2,1,6,2,3,2,2,2,2
39,Yes,Travel Rarely,Research & Development,6,3,Medical,932,4,Male,3,1,Laboratory Technician,1,Married,2404.0,7,Yes,21,4,4,0,8,2,1,2,2,2,2
27,No,Travel Rarely,Research & Development,4,3,Life Sciences,933,2,Female,3,1,Research Scientist,3,Single,2318.0,1,No,19,3,3,0,1,2,3,1,1,0,0
34,No,Travel Rarely,Research & Development,10,3,Life Sciences,934,2,Male,3,1,Laboratory Technician,2,Married,2008.0,1,No,14,3,2,2,1,3,3,1,0,1,0
42,No,Travel Rarely,Sales,14,2,Medical,936,3,Female,2,2,Sales Executive,3,Single,6244.0,7,No,17,3,1,0,10,6,3,5,4,0,3
33,No,Travel Rarely,Research & Development,1,4,Other,939,3,Male,2,1,Research Scientist,1,Single,2799.0,3,Yes,11,3,2,0,6,1,3,3,2,0,2
58,No,Travel Rarely,Research & Development,5,3,Technical Degree,940,3,Female,2,3,Healthcare Representative,2,Divorced,10552.0,2,Yes,13,3,4,1,24,3,3,6,0,0,4
31,No,Travel Rarely,Sales,7,4,Life Sciences,941,2,Male,2,1,Sales Representative,3,Married,2329.0,3,No,15,3,2,0,13,2,4,7,7,5,2
35,No,Travel Rarely,Research & Development,21,1,Life Sciences,942,4,Female,3,2,Healthcare Representative,4,Married,4014.0,1,Yes,25,4,4,1,10,2,1,10,6,0,7
38,No,Travel Rarely,Research & Development,8,2,Other,944,1,Female,3,3,Laboratory Technician,2,Married,7403.0,4,Unknown,11,3,3,1,29,3,2,26,9,1,7
48,No,Travel Rarely,Research & Development,20,4,Life Sciences,945,4,Male,3,1,Research Scientist,3,Married,2259.0,4,No,17,3,1,2,13,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,947,4,Female,3,2,Sales Executive,3,Married,6932.0,1,No,13,3,4,1,9,2,2,9,8,0,0
31,No,Travel Rarely,Research & Development,7,4,Other,949,2,Male,3,1,Research Scientist,4,Single,4678.0,2,No,18,3,3,0,8,6,3,6,2,0,1
38,No,Travel Rarely,Research & Development,1,3,Technical Degree,950,4,Female,3,3,Research Director,1,Married,13582.0,1,No,13,3,2,1,15,3,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,3,Life Sciences,951,3,Female,2,1,Laboratory Technician,2,Married,2332.0,6,No,20,4,3,0,5,3,3,3,0,0,2
25,Yes,Travel Rarely,Sales,19,2,Marketing,952,3,Male,2,1,Sales Representative,2,Married,2413.0,1,Yes,18,3,3,3,1,2,3,1,0,0,0
40,No,Travel Rarely,Sales,10,4,Marketing,954,1,Male,2,3,Sales Executive,2,Divorced,9705.0,2,No,12,3,2,1,11,2,2,1,0,0,0
26,No,Travel Frequently,Sales,1,3,Medical,956,3,Male,2,2,Sales Executive,1,Married,4294.0,1,No,12,3,2,0,7,2,3,7,7,0,7
41,No,Travel Rarely,Research & Development,6,3,Medical,957,4,Male,3,1,Laboratory Technician,1,Married,4721.0,2,Yes,13,3,3,0,20,3,3,18,13,2,17
36,No,Travel Rarely,Research & Development,2,4,Medical,958,3,Male,3,1,Laboratory Technician,3,Single,2519.0,4,No,21,4,3,0,16,6,3,11,8,3,2
31,Yes,Travel Rarely,Sales,21,3,Other,959,4,Male,2,1,Sales Representative,2,Married,2121.0,1,Yes,13,3,2,0,1,3,4,1,0,0,0
20,Yes,Travel Rarely,Research & Development,4,3,Technical Degree,960,1,Male,3,1,Laboratory Technician,1,Single,2973.0,1,No,19,3,2,0,1,2,3,1,0,0,2
